,Time_Zone ,Date,Tweets_tag
1080, Central Africa Standard Time	,2020-12-07,"		RT @AWRA_org: ðŸŒ� From #Kenya, #Egypt and #SierraLeone, women everywhere are rising to the occasion.  âž¡ï¸� Crisis response to #COVID19, #GBV anâ€¦	en	[{'screen_name': 'awra_org', 'name': 'african women rights advocates', 'id': '1296543159984558097'}]	[]	[]	0	11	0	['kenya', 'egypt', 'sierraleone', 'covid19', 'gbv']	[]	https://twitter.com/GPtoEndFGM/status/1335738577821593600	True	0	0					1296543159984558097	""ðŸŒ� From #Kenya, #Egypt and #SierraLeone, women everywhere are rising to the occasion."
1081,,,
1082,A_org ðŸ‘‡ðŸ�¾,,
1083,,,
1084, Central Africa Standard Time,,
1085, Central Africa Standard Time	,2020-12-06,"		Donâ€™t miss out on this!  @diakatop10, journalist and content creator, dedicated to #GenderEquality and #EndGBV will be moderating our panel discussion with @FORWARDUK   â�°Dec 9th, 9AM EST Register ðŸ‘‰ðŸ�½  https://t.co/uCix8DeqL3  #16DaysÂ Â Â Â  #GenerationEqualityÂ Â Â #OrangeTheWorld  https://t.co/csORQUMsi5	en	[{'screen_name': 'diakatop10', 'name': 'diaka camara', 'id': '984813192'}, {'screen_name': 'forwarduk', 'name': 'forward uk', 'id': '466647531'}]	['http://bit.ly/3mlRUAM']	['https://pbs.twimg.com/media/Eoj0MboXYAEX1Is.jpg']	0	9	32	['genderequality', 'endgbv', '16days', 'generationequality', 'orangetheworld']	[]	https://twitter.com/GPtoEndFGM/status/1335585788684328966	False	0	1	https://pbs.twimg.com/media/Eoj0MboXYAEX1Is.jpg							[]"
1086, Central Africa Standard Time	,2020-12-06,"		RT @UNFPA: She's the voice, not the victim.  And she wonâ€™t stop until we end female genital mutilation (FGM).  @agirl_mogadishu launched aâ€¦	en	[{'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'agirl_mogadishu', 'name': 'a girl from mogadishu (2020)', 'id': '1020297674774523905'}]	[]	[]	0	64	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1335558819649359873	True	0	0					194643654	""She's the voice, not the victim."
1087,,,
1088,,,
1089,,,
1090, Central Africa Standard Time,,
1091, Central Africa Standard Time	,2020-12-05,"		""RT @cprh5: """"@cprh5 paid advocacy visit to traditional leaders at Ibarapa North LGA, Oyo State on steps to #EndFGMinOyo  #CPRH_Projects #Endâ€¦""	en	[{'screen_name': 'cprh5', 'name': 'cprh', 'id': '1043563482258522114'}, {'screen_name': 'cprh5', 'name': 'cprh', 'id': '1043563482258522114'}]	[]	[]	0	5	0	['endfgminoyo', 'cprh_projects']	[]	https://twitter.com/GPtoEndFGM/status/1335257451034271744	True	0	0					1043563482258522114	""""""@cprh5 paid advocacy visit to traditional leaders at Ibarapa North LGA, Oyo State on steps to #EndFGMinOyo"
1092,,,
1093,,,
1094,,,
1095,,,
1096, Central Africa Standard Time,,
1097, Central Africa Standard Time	,2020-12-05,"		RT @UNFPA_ESARO: Every day, hundreds of thousands of girls around the world are subjected to practices that harm them physically or psycholâ€¦	en	[{'screen_name': 'unfpa_esaro', 'name': 'unfpa east and southern africa', 'id': '526154200'}]	[]	[]	0	3	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1335226139023990785	True	0	0					526154200	""Every day, hundreds of thousands of girls around the world are subjected to practices that harm them physically or psychologically, or both, with the full knowledge and consent of their families, friends and communities."
1098, Central Africa Standard Time,,
1099, Central Africa Standard Time	,2020-12-05,"		RT @agirl_mogadishu: Ifrah uses her story to give women and girls recognition, and a voice. You can now watch Ifrah's inspirational journeyâ€¦	en	[{'screen_name': 'agirl_mogadishu', 'name': 'a girl from mogadishu (2020)', 'id': '1020297674774523905'}]	[]	[]	0	6	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1335226093255712770	True	0	0					1020297674774523905	Ifrah uses her story to give women and girls recognition, and a voice. You can now watch Ifrah's inspirational journey in feature film, A Girl from Mogadishu releasing virtually in Irish and UK cinemas TODAY. Join us - you can get your tickets here: https://t.co/LtzdPiIK0C https://t.co/N3qBACFMto	1335225927412887561	[]	2020-12-05 15:14:03 W. Central Africa Standard Time"
1100, Central Africa Standard Time	,2020-12-05,"		ðŸ“ŒMark your calendars!  @UNFPA, @UNFPA_Geneva &amp; @Ganhri1 for the launch of the  Primer: Conducting Public Inquiries to Eliminate FGM  8 Dec, 2020 8:30 AM (Geneva Time)  Register âž¡ï¸� https://t.co/u1jmKa1Ifr #EndFGM #GenerationEqualityÂ  #EndGBV  https://t.co/qyNZGMco4F	en	[{'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'unfpa_geneva', 'name': 'unfpa geneva', 'id': '857513735488929792'}, {'screen_name': 'ganhri1', 'name': 'ganhri', 'id': '828943754874777601'}]	['http://bit.ly/3mgZTPn']	['https://pbs.twimg.com/media/EoePIdqXUAA1aN0.jpg']	0	8	16	['endfgm', 'generationequality', 'endgbv']	[]	https://twitter.com/GPtoEndFGM/status/1335193194636644359	False	0	1	https://pbs.twimg.com/media/EoePIdqXUAA1aN0.jpg							[]"
1101, Central Africa Standard Time	,2020-12-04,"		RT @AshleyJudd: On December 7th, @UNFPA will launch its Humanitarian Action 2021 Overview at a virtual event to raise awareness and supportâ€¦	en	[{'screen_name': 'ashleyjudd', 'name': 'ashley judd', 'id': '248747209'}, {'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}]	[]	[]	0	24	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1334904215500713986	True	0	0					248747209	""On December 7th, @UNFPA will launch its Humanitarian Action 2021 Overview at a virtual event to raise awareness and support to advance sexual and reproductive health and rights, and address gender-based violence."
1102, Central Africa Standard Time,,
1103, Central Africa Standard Time	,2020-12-04,"		RT @LABCollaborate: Todayâ€™s panel brings together two organisations and a topic I care about deeply ðŸŽž  Join me with @sarathecamel and @Nafiâ€¦	en	[{'screen_name': 'labcollaborate', 'name': 'lauren anders brown, amrsph frsa', 'id': '249395499'}, {'screen_name': 'sarathecamel', 'name': 'sara elgamal', 'id': '116001953'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1334895027235983362	True	0	0					249395499	""Todayâ€™s panel brings together two organisations and a topic I care about deeply ðŸŽž"
1104,,,
1105, Central Africa Standard Time,,
1106, Central Africa Standard Time	,2020-12-04,"		RT @Ramzshalbak: @UNFPAâ€™s A Piece of Me series at the Global Health Film Festival today with @sarathecamel and @NafissatouDiop on  ðŸŽžFilmingâ€¦	en	[{'screen_name': 'ramzshalbak', 'name': 'ramz shalbak Ø±ÙŽÙ…Ù’Ø² Ø´ÙŽÙ„Ù’Ø¨ÙŽÙƒ (she/her -Ù‡ÙŠ/Ù„Ù‡Ø§)', 'id': '232951560'}, {'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'sarathecamel', 'name': 'sara elgamal', 'id': '116001953'}, {'screen_name': 'nafissatoudiop', 'name': 'nafissatou j. diop', 'id': '501074195'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1334890652564418560	True	0	0					232951560	""@UNFPAâ€™s A Piece of Me series at the Global Health Film Festival today with @sarathecamel and @NafissatouDiop on"
1107,men,,
1108,,,
1109, Central Africa Standard Time,,
1110, Central Africa Standard Time	,2020-12-04,"		RT @UNFPAELO: These #16DaysofAction are a constant reminder that we all have a responsibility to speak up and speak out against GBV   #NoMoâ€¦	en	[{'screen_name': 'unfpaelo', 'name': 'unfpa lo to au & eca', 'id': '3118139319'}]	[]	[]	0	7	0	['16daysofaction']	[]	https://twitter.com/GPtoEndFGM/status/1334877502964109312	True	0	0					3118139319	""These #16DaysofAction are a constant reminder that we all have a responsibility to speak up and speak out against GBV   #NoMoreSilence"
1111, Central Africa Standard Time,,
1112, Central Africa Standard Time	,2020-12-04,"		ðŸ“†Have you marked your calendars yet?   Join us and ðŸŽ¬Filmmaker, @sarathecamel to hear about how films are used as a powerful tool for advocacy to #EndFGM.  Register âž¡ï¸� https://t.co/uCix8DeqL3 #16DaysÂ Â  #GenerationEqualityÂ #ArtivisitsEndFGM  https://t.co/TYj8lL0GW8	en	[{'screen_name': 'sarathecamel', 'name': 'sara elgamal', 'id': '116001953'}]	['http://bit.ly/3mlRUAM']	['https://pbs.twimg.com/media/EoZmubOXUAAHwKW.jpg']	2	14	36	['endfgm', '16days', 'generationequality', 'artivisitsendfgm']	[]	https://twitter.com/GPtoEndFGM/status/1334867290735710209	False	0	1	https://pbs.twimg.com/media/EoZmubOXUAAHwKW.jpg							[]"
1113, Central Africa Standard Time	,2020-12-04,"		Today, @UNFPA represented by @NafissatouDiop, with @sarathecamel will join Global Health Festival for a panel on   ðŸŽžFilming Sensitive Subjects with Women  Where #SeeAPieceOfMe will be screened during the panel for all festival participants.  @Atayeshe @dienekeita @benoitkalasa	en	[{'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'nafissatoudiop', 'name': 'nafissatou j. diop', 'id': '501074195'}, {'screen_name': 'sarathecamel', 'name': 'sara elgamal', 'id': '116001953'}, {'screen_name': 'atayeshe', 'name': 'dr. natalia kanem /she/her/ella/', 'id': '770650559699386369'}, {'screen_name': 'dienekeita', 'name': 'diene keita', 'id': '2902650220'}, {'screen_name': 'benoitkalasa', 'name': 'benoit kalasa', 'id': '2527048423'}]	[]	[]	0	1	2	['seeapieceofme']	[]	https://twitter.com/GPtoEndFGM/status/1334861259389497346	False	https://twitter.com/LABCollaborate/status/1334859513795645446	0								[]"
1114, Central Africa Standard Time	,2020-12-04,"		RT @UNFPA: â€œAll countries should have fully inclusive sexual and reproductive health policies and services for persons with disabilities.â€�â€¦	en	[{'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}]	[]	[]	0	16	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1334662127299211264	True	0	0					194643654	""â€œAll countries should have fully inclusive sexual and reproductive health policies and services for persons with disabilities.â€�"
1115,,,
1116,,,
1117, Central Africa Standard Time,,
1118, Central Africa Standard Time	,2020-12-03,"		RT @GMCEndFGM: #MediaToEndFGM graduate @CDomtila's #16DaysOfActivism will be busy with on-ground activities.   She will sensitise her commuâ€¦	en	[{'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}, {'screen_name': 'cdomtila', 'name': 'chesang domtila, hsc', 'id': '2912193703'}]	[]	[]	0	7	0	['mediatoendfgm', '16daysofactivism']	[]	https://twitter.com/GPtoEndFGM/status/1334623764911370241	True	0	0					3019848783	""#MediaToEndFGM graduate @CDomtila's #16DaysOfActivism will be busy with on-ground activities."
1119, Central Africa Standard Time,,
1120, Central Africa Standard Time	,2020-12-03,"		RT @GMCEndFGM: Kenyan #EndFGM campaigner @SadearH's jingle will be on air during the #16DaysOfActivism, thanks to @UNFPA/ @GMCEndFGM directâ€¦	en	[{'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}, {'screen_name': 'sadearh', 'name': 'shujaa_sadia hussein', 'id': '917067807115874311'}, {'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}]	[]	[]	0	8	0	['endfgm', '16daysofactivism']	[]	https://twitter.com/GPtoEndFGM/status/1334623758510862336	True	0	0					3019848783	Kenyan #EndFGM campaigner @SadearH's jingle will be on air during the #16DaysOfActivism, thanks to @UNFPA/ @GMCEndFGM direct media action grants. https://t.co/TUbewMvgOH	1333691769620410369	[]	2020-12-01 09:37:51 W. Central Africa Standard Time"
1121, Central Africa Standard Time	,2020-12-03,"		""RT @GMCEndFGM: These RADIOs cost $10 each Our 500 + Grassroot Activists fighting #FGM say a Radio is the """"Best Tool"""" for spreading the antiâ€¦""	en	[{'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}]	[]	[]	0	4	0	['fgm']	[]	https://twitter.com/GPtoEndFGM/status/1334623708657430528	True	0	0					3019848783	""These RADIOs cost $10 each"
1122,,,
1123,,,
1124," need 10,000 Radios in ",,
1125, Central Africa Standard Time,,
1126, Central Africa Standard Time	,2020-12-03,"		RT @GMCEndFGM: #EndFGM campaigner and GMC graduate, Susan Kutingala has access to the media while running her campaigns during #16DaysOfActâ€¦	en	[{'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}]	[]	[]	0	4	0	['endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1334623680387813378	True	0	0					3019848783	""#EndFGM campaigner and GMC graduate, Susan Kutingala has access to the media while running her campaigns during #16DaysOfActivism, thanks to @UNFPA/ @GMCEndFGM direct action media grants."
1127," are proud to be part of her #MediaToEndFGM campaign in Kenya. https://t.co/HLG690ec23""	1334414570824273922	[]	",1334414570824273922,
1128, Central Africa Standard Time	,2020-12-03,"		RT @GMCEndFGM: Two of Kenya's @PCKemei's #EndFGM radio jingles air on local radio in the Mt. Elgon region of Kenya during the #16DaysOfActiâ€¦	en	[{'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}, {'screen_name': 'pckemei', 'name': 'pc kemei', 'id': '871806302'}]	[]	[]	0	3	0	['endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1334623665732902912	True	0	0					3019848783	""Two of Kenya's @PCKemei's #EndFGM radio jingles air on local radio in the Mt. Elgon region of Kenya during the #16DaysOfActivism and the Christmas cutting season."
1129, Central Africa Standard Time,,
1130, Central Africa Standard Time	,2020-12-03,"		RT @GMCEndFGM: Our media graduate @a_nastehe is running raio campaigns in the Tana River region of Kenya during the #16DaysofActivism2020â€¦	en	[{'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}, {'screen_name': 'a_nastehe', 'name': 'nastehea', 'id': '1302580491942612993'}]	[]	[]	0	6	0	['16daysofactivism2020']	[]	https://twitter.com/GPtoEndFGM/status/1334623623114592257	True	0	0					3019848783	""Our media graduate @a_nastehe is running raio campaigns in the Tana River region of Kenya during the #16DaysofActivism2020"
1131, are glad to have partnered with her women group and @UNFPA to amplify the voices of local influencers to #EndFGM,,
1132,"xafzqV""	1334498875608952832	[]	",1334498875608952832,
1133, Central Africa Standard Time	,2020-12-03,"		RT @GMCEndFGM: In the spirit of supporting those on the frontlines of the #EndFGM campaign, @GMCEndFGM and @UNFPA have disbursed Direct Actâ€¦	en	[{'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}, {'screen_name': 'gmcendfgm', 'name': 'global media campaign to end fgm', 'id': '3019848783'}, {'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}]	[]	[]	0	19	0	['endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1334623532131766279	True	0	0					3019848783	In the spirit of supporting those on the frontlines of the #EndFGM campaign, @GMCEndFGM and @UNFPA have disbursed Direct Action Grants to amplify their work on the media during the #16DaysOfActivism. https://t.co/UH94L7SiJK	1331912485717352450	[]	2020-11-26 11:47:36 W. Central Africa Standard Time"
1134, Central Africa Standard Time	,2020-12-03,"		RT @agirl_mogadishu: IN CINEMAS nationwide IRELAND/UK from Fri Dec 4th:  Listings: ðŸ‘‰ https://t.co/brXTC9P6bo  IN EUROPE #16DaysÂ  Virtual Scrâ€¦	en	[{'screen_name': 'agirl_mogadishu', 'name': 'a girl from mogadishu (2020)', 'id': '1020297674774523905'}]	['http://agirlfrommogadishu-themovie.com']	[]	0	7	0	['16days']	[]	https://twitter.com/GPtoEndFGM/status/1334623028207095809	True	0	0					1020297674774523905	""IN CINEMAS nationwide IRELAND/UK from Fri Dec 4th:"
1135,,,
1136,,,
1137,,,
1138,,,
1139, Central Africa Standard Time,,
1140, Central Africa Standard Time	,2020-12-03,"		RT @agirl_mogadishu: Tomorrow is the European edition of our Virtual Charity screening event with @IfrahFoundation and @WallaceGlobal. Joinâ€¦	en	[{'screen_name': 'agirl_mogadishu', 'name': 'a girl from mogadishu (2020)', 'id': '1020297674774523905'}, {'screen_name': 'ifrahfoundation', 'name': 'ifrah foundation', 'id': '279760191'}, {'screen_name': 'wallaceglobal', 'name': 'wallace global fund', 'id': '851444773437272065'}]	[]	[]	0	5	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1334606925720326144	True	0	0					1020297674774523905	Tomorrow is the European edition of our Virtual Charity screening event with @IfrahFoundation and @WallaceGlobal. Join the conversation with anti-FGM activists and filmmakers, who discuss the global campaign to #EndFGM. Tickets: https://t.co/cApSfxj7li https://t.co/qzAhwb9Atz	1334545951361527808	[]	2020-12-03 18:12:04 W. Central Africa Standard Time"
1141, Central Africa Standard Time	,2020-12-03,"		RT @SadearH: Male champions understood the chain of reporting FGM cases to law enforcers through drama. I did part of the girl rescued. Itâ€™â€¦	en	[{'screen_name': 'sadearh', 'name': 'shujaa_sadia hussein', 'id': '917067807115874311'}]	[]	[]	0	21	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1334527770362261505	True	0	0					917067807115874311	""Male champions understood the chain of reporting FGM cases to law enforcers through drama."
1142,,,
1143,,,
1144,,,
1145, Central Africa Standard Time,,
1146, Central Africa Standard Time	,2020-12-03,"		RT @FORWARDUK: We are partnering with the UNFPA+UNICEF for #16DaysofActivism! We're hosting a virtual panel discussion that will explore thâ€¦	en	[{'screen_name': 'forwarduk', 'name': 'forward uk', 'id': '466647531'}]	[]	[]	0	3	0	['16daysofactivism']	[]	https://twitter.com/GPtoEndFGM/status/1334524613225832449	True	0	0					466647531	""We are partnering with the UNFPA+UNICEF for #16DaysofActivism! We're hosting a virtual panel discussion that will explore the power of art + activism in increasing global awareness and accountability to end VAWG and FGM by 2030. @GPtoEndFGM"
1147,sISADt,,
1148, Central Africa Standard Time	,2020-12-03,"		RT @SadearH: .@TonyMwebia Founder &amp; Executive Director of @MenEndFGM , explaining to male champions on how to do an effective community diaâ€¦	en	[{'screen_name': 'sadearh', 'name': 'shujaa_sadia hussein', 'id': '917067807115874311'}, {'screen_name': 'tonymwebia', 'name': '#menendfgm', 'id': '1269011599'}, {'screen_name': 'menendfgm', 'name': '#menendfgm', 'id': '1049363221923221506'}]	[]	[]	0	19	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1334517845628235779	True	0	0					917067807115874311	"".@TonyMwebia Founder &amp; Executive Director of @MenEndFGM , explaining to male champions on how to do an effective community dialogue to end FGM."
1149,,,
1150,mankindKenya @AFGMBoard,,
1151, Central Africa Standard Time,,
1152, Central Africa Standard Time	,2020-12-03,"		RT @GPChildMarriage: FGM, as a gendered harmful practice and form of #GBV, is an expression of power and control over girlsâ€™ and womenâ€™s boâ€¦	en	[{'screen_name': 'gpchildmarriage', 'name': 'unfpa-unicef global programme end child marriage', 'id': '1022857534057717760'}]	[]	[]	0	5	0	['gbv']	[]	https://twitter.com/GPtoEndFGM/status/1334493730729041928	True	0	0					1022857534057717760	""FGM, as a gendered harmful practice and form of #GBV, is an expression of power and control over girlsâ€™ and womenâ€™s bodies and their sexuality."
1153,,,
1154, Central Africa Standard Time,,
1155, Central Africa Standard Time	,2020-12-03,"		Who will be there?  @Justina_Kehinde, an artist advocate for the elimination of all forms of violence against women and girls, including #EndFGM   Donâ€™t miss out on this!  â�°Dec 9th, 9AM EST Register ðŸ‘‰ðŸ�½  https://t.co/uCix8DeqL3  #16DaysÂ Â Â  #GenerationEqualityÂ Â #OrangeTheWorld  https://t.co/C7Eo333eEL	en	[{'screen_name': 'justina_kehinde', 'name': 'justina kehinde', 'id': '1587039271'}]	['http://bit.ly/3mlRUAM']	['https://pbs.twimg.com/media/EoUHrfWXIAAgZjh.jpg']	0	3	8	['endfgm', '16days', 'generationequality', 'orangetheworld']	[]	https://twitter.com/GPtoEndFGM/status/1334481311684308995	False	0	1	https://pbs.twimg.com/media/EoUHrfWXIAAgZjh.jpg							[]"
1156, Central Africa Standard Time	,2020-12-02,"		RT @PopDevUNFPA: Data tell us where to look, where to act, and who to watch out for. Reliable and comparable data on violence against womenâ€¦	en	[{'screen_name': 'popdevunfpa', 'name': 'popdevunfpa', 'id': '161542843'}]	[]	[]	0	15	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1334265362834190342	True	0	0					161542843	""Data tell us where to look, where to act, and who to watch out for."
1157,,,
1158,,,
1159,"yvCBinh4""	1334254915049447429	[]	",1334254915049447429,
1160, Central Africa Standard Time	,2020-12-02,"		Prior to #COVID19, 4.6 million girls were estimated to be at risk of undergoing FGM by 2030. The pandemic has now placed an additional 2 million at risk of FGM over the next decade.  We must step up efforts to #EndFGM so girls &amp; women can thrive.  #16Days I #GenerationEquality  https://t.co/NtL91kwFcO	en	[]	[]	['https://pbs.twimg.com/media/EoQaJIIXYAIhjZl.jpg']	2	7	17	['covid19', 'endfgm', '16days', 'generationequality']	[]	https://twitter.com/GPtoEndFGM/status/1334220235923197957	False	0	1	https://pbs.twimg.com/media/EoQaJIIXYAIhjZl.jpg							[]"
1161, Central Africa Standard Time	,2020-12-02,"		RT @NankaliM: DO.NOT.MISS.THIS.  Super excited for this session by inspiring Artivists on how to use art to #EndFGM   Register at  https://tâ€¦	en	[{'screen_name': 'nankalim', 'name': 'nankali maksud', 'id': '571710491'}]	[]	[]	0	3	0	['endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1334182608268308480	True	0	0					571710491	""DO.NOT.MISS.THIS."
1162,,,
1163,,,
1164, Central Africa Standard Time,,
1165, Central Africa Standard Time	,2020-12-02,"		Tune in Dec 9th to hear from our strong young advocate  Latifatou CompaorÃ© (Latty) from #BurkinaFaso who will also perform spoken poetry on #EndFGM!  Register âž¡ï¸� https://t.co/uCix8DeqL3 #16DaysÂ Â  #GenerationEqualityÂ #ArtivistsEndFGM   @UNFPABF @UNFPA @IshaSesay @Atayeshe  https://t.co/nhdT32PrPm	en	[{'screen_name': 'unfpabf', 'name': 'unfpa burkina faso', 'id': '1396712288'}, {'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'ishasesay', 'name': 'isha sesay', 'id': '89787662'}, {'screen_name': 'atayeshe', 'name': 'dr. natalia kanem /she/her/ella/', 'id': '770650559699386369'}]	['http://bit.ly/3mlRUAM']	['https://pbs.twimg.com/media/EoPEQj1XUAM1_Ky.jpg']	0	8	17	['burkinafaso', 'endfgm', '16days', 'generationequality', 'artivistsendfgm']	[]	https://twitter.com/GPtoEndFGM/status/1334125707635601411	False	0	1	https://pbs.twimg.com/media/EoPEQj1XUAM1_Ky.jpg							[]"
1166, Central Africa Standard Time	,2020-12-01,		RT @GPChildMarriage: Harmful practices do not stop for pandemics.  Practices such as #FemaleGenital
1167,,, and #ChildMarriage have in some contexts been pushed underground during #COVID19.
1168," need to fight these practices, everywhere, in all forms they occur. #16Days #GenerationEquality https://t.co/ufgeJFGxR7""	1333853377428553728	[]	",1333853377428553728,
1169, Central Africa Standard Time	,2020-12-01,"		""""""After seeing the consequences, I have a real fear of FGM and now I do not let my children undergo the practice"""", says a mother.   @GPtoEndFGM works to empower women in affected communities to ensure positive change can stay sustainable.   #16Days #GenerationEquality #EndFGM  https://t.co/5gWWV6TgTm""	en	[{'screen_name': 'gptoendfgm', 'name': 'unfpa-unicef jp to end female genital mutilation', 'id': '1173614701806280705'}]	[]	['https://pbs.twimg.com/media/EoKFg0oXcAAFF8r.jpg']	0	6	10	['16days', 'generationequality', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1333775575786336262	False	0	1	https://pbs.twimg.com/media/EoKFg0oXcAAFF8r.jpg							[]"
1170, Central Africa Standard Time	,2020-12-01,"		RT @Atayeshe: Letâ€™s drum, sing and dance for social justice!  Join us for #PeaceThroughMusic, a global event in celebration of #UN75   ðŸ—“ï¸� 1â€¦	en	[{'screen_name': 'atayeshe', 'name': 'dr. natalia kanem /she/her/ella/', 'id': '770650559699386369'}]	[]	[]	0	34	0	['peacethroughmusic', 'un75']	[]	https://twitter.com/GPtoEndFGM/status/1333668726198181889	True	0	0					770650559699386369	""Letâ€™s drum, sing and dance for social justice!"
1171,,,
1172,,,
1173,,,
1174, Central Africa Standard Time,,
1175, Central Africa Standard Time	,2020-11-30,"		ðŸ“†Have you marked your calendars yet?   Join us, @FORWARDUK &amp;  ðŸŽ¤Poet, Latifatou CompaorÃ© (Latty) ðŸŽºðŸŽ­Artist, @Justina_Kehinde ðŸŽ¬Filmmaker, @sarathecamel   Moderated by journalist @diakatop10  Register âž¡ï¸� https://t.co/uCix8DeqL3 #16DaysÂ  #GenerationEquality  https://t.co/uUkRoK78fY	en	[{'screen_name': 'forwarduk', 'name': 'forward uk', 'id': '466647531'}, {'screen_name': 'justina_kehinde', 'name': 'justina kehinde', 'id': '1587039271'}, {'screen_name': 'sarathecamel', 'name': 'sara elgamal', 'id': '116001953'}, {'screen_name': 'diakatop10', 'name': 'diaka camara', 'id': '984813192'}]	['http://bit.ly/3mlRUAM']	['https://pbs.twimg.com/media/EoGPtXEW8AI7ykk.jpg']	0	12	22	['16days', 'generationequality']	[]	https://twitter.com/GPtoEndFGM/status/1333504979244621827	False	0	1	https://pbs.twimg.com/media/EoGPtXEW8AI7ykk.jpg							[]"
1176, Central Africa Standard Time	,2020-11-30,"		The #COVID19 pandemic has exacerbated existing gender inequalities and increased the risk of GBV, including #FGM.  Moving forward, we need urgent action to keep women and girls safe through the pandemic and beyond.  #16Days #GenerationEquality #EndFGM  https://t.co/YmH0Md5sTp	en	[]	[]	['https://pbs.twimg.com/media/EoEuBriWMAMpPNA.jpg']	0	1	3	['covid19', 'fgm', '16days', 'generationequality', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1333397972042862593	False	0	1	https://pbs.twimg.com/media/EoEuBriWMAMpPNA.jpg							[]"
1177, Central Africa Standard Time	,2020-11-28,"		Not only @SadearH is a powerful #endFGM media campaigner, but understands the power of the spoken word in the local language.   Watch. Listen. Spread the word.  Tune in with @GPtoEndFGM for their upcoming event on #ArtivistsEndFGM	en	[{'screen_name': 'sadearh', 'name': 'shujaa_sadia hussein', 'id': '917067807115874311'}, {'screen_name': 'gptoendfgm', 'name': 'unfpa-unicef jp to end female genital mutilation', 'id': '1173614701806280705'}]	[]	[]	0	8	15	['endfgm', 'artivistsendfgm']	[]	https://twitter.com/GPtoEndFGM/status/1332714999303823361	False	https://twitter.com/SadearH/status/1332587076127256579	0								[]"
1178, Central Africa Standard Time	,2020-11-28,"		Join @UNFPA HQ, @UNFPA_Geneva &amp; @Ganhri1 for the launch of the  Primer: Conducting Public Inquiries to Eliminate FGM  8 Dec, 2020 8:30 AM (Geneva Time)  Register âž¡ï¸� https://t.co/zoU7zKdSEF #EndFGM #GenerationEquality #EndGBV  https://t.co/9lzxbRV4DU	en	[{'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'unfpa_geneva', 'name': 'unfpa geneva', 'id': '857513735488929792'}, {'screen_name': 'ganhri1', 'name': 'ganhri', 'id': '828943754874777601'}]	['https://bit.ly/3mgZTPn']	['https://pbs.twimg.com/media/En6vdO-WEAABAdR.jpg']	0	7	15	['endfgm', 'generationequality', 'endgbv']	[]	https://twitter.com/GPtoEndFGM/status/1332712540657348610	False	0	1	https://pbs.twimg.com/media/En6vdO-WEAABAdR.jpg							[]"
