,Time_Zone ,Date,Tweets_tag
3780, Central Africa Standard Time	,2020-02-08,"		RT @UnfpaEgypt: With only a decade remaining for achieving SDG Target 5.3 - the elimination of harmful practices including female genital mâ€¦	en	[{'screen_name': 'unfpaegypt', 'name': 'unfpa-egypt', 'id': '630104559'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1226136500296876033	True	0	0					630104559	With only a decade remaining for achieving SDG Target 5.3 - the elimination of harmful practices including female genital mutilation by 2030 - we need to galvanize the global movement to accelerate efforts to eliminate female genital mutilation. #YouthEndFGM @GPtoEndFGM https://t.co/ZryONDC8Ff	1226083408050368512	[]	2020-02-08 11:00:38 W. Central Africa Standard Time"
3781, Central Africa Standard Time	,2020-02-08,"		RT @UNFPAIraq: The pain. The shock. The trauma.  Women who have undergone female genital mutilation (FGM) never forget. The impact on theirâ€¦	en	[{'screen_name': 'unfpairaq', 'name': 'unfpa iraq', 'id': '732489629840998401'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225968607139713025	True	0	0					732489629840998401	""The pain."
3782,,,
3783,,,
3784,men who have undergone female genital mutilation (FGM) never forget. The impact on their #mentalhealth can be devastating and long-lasting.,,
3785, Central Africa Standard Time,,
3786, Central Africa Standard Time	,2020-02-08,"		RT @UNFPALiberia: Ending female genital mutilation means empowering women and girls to be healthy, stay in school, make choices and contribâ€¦	en	[{'screen_name': 'unfpaliberia', 'name': 'unfpa liberia', 'id': '2345597065'}]	[]	[]	0	7	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225968595206885377	True	0	0					2345597065	Ending female genital mutilation means empowering women and girls to be healthy, stay in school, make choices and contribute to the economy. Achieving this means achieving gender equality. #YouthEndFGM https://t.co/p5TfY4uuW7	1225347371372077058	[]	2020-02-06 10:15:53 W. Central Africa Standard Time"
3787, Central Africa Standard Time	,2020-02-08,"		RT @redes_tejiendo: 6 de febrero DÃ­a Internacional de Tolerancia Cero con la MutilaciÃ³n Genital Femenina #EndFGM #ZeroTolerance4FGM  https:/â€¦	es	[{'screen_name': 'redes_tejiendo', 'name': 'tejiendoredes', 'id': '1014193171520282630'}]	[]	[]	0	1	0	['endfgm', 'zerotolerance4fgm']	[]	https://twitter.com/GPtoEndFGM/status/1225954068616667136	True	0	0					1014193171520282630	6 de febrero DÃ­a Internacional de Tolerancia Cero con la MutilaciÃ³n Genital Femenina #EndFGM #ZeroTolerance4FGM https://t.co/s935nan8tB https://t.co/PGvlsUQZOD	1225842973092581378	[]	2020-02-07 19:05:14 W. Central Africa Standard Time"
3788, Central Africa Standard Time	,2020-02-08,"		RT @AlokSharma_RDG: Yesterday I met inspiring FGM activists in London for #ZeroToleranceDay.  Together we can #EndFGM  https://t.co/gnjz0S6oâ€¦	en	[{'screen_name': 'aloksharma_rdg', 'name': 'alok sharma', 'id': '1731554581'}]	[]	[]	0	29	0	['zerotoleranceday', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225954008722001920	True	0	0					1731554581	""Yesterday I met inspiring FGM activists in London for #ZeroToleranceDay."
3789, Central Africa Standard Time,,
3790, Central Africa Standard Time	,2020-02-08,"		RT @SaveraUK: Savera UK are proud to be part of this group and support @ActionFGM    https://t.co/TeRN5rxksW  #EndFGM	en	[{'screen_name': 'saverauk', 'name': 'savera uk', 'id': '2821662164'}, {'screen_name': 'actionfgm', 'name': 'action:fgm', 'id': '1222453943328038914'}]	['https://www-telegraph-co-uk.cdn.ampproject.org/c/s/www.telegraph.co.uk/news/2020/02/01/every-woman-girl-should-screened-barbaric-fgm-practice-coalition/amp/']	[]	0	3	0	['endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225953826626252800	True	0	0					2821662164	""Savera UK are proud to be part of this group and support @ActionFGM"
3791,,,
3792, Central Africa Standard Time,,
3793, Central Africa Standard Time	,2020-02-08,		RT @IWF: Yesterday was Zero Tolerance Day for Female Genital 
3794, Central Africa Standard Time,,
3795, Central Africa Standard Time	,2020-02-08,"		RT @RightToPlayIntl: To protect others, Rhobi used something even more powerful than tradition: her voice.  More of Rhobi's story:  https://â€¦	en	[{'screen_name': 'righttoplayintl', 'name': 'right to play', 'id': '106156772'}]	[]	[]	0	3	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225953346068140033	True	0	0					106156772	""To protect others, Rhobi used something even more powerful than tradition: her voice."
3796,,,
3797, Central Africa Standard Time,,
3798, Central Africa Standard Time	,2020-02-08,"		RT @GenderAtState: Ambassador-at-Large for Global Womenâ€™s Issues Kelley Currie met with Executive Director of @UNICEF Henrietta Fore on #zeâ€¦	en	[{'screen_name': 'unicef', 'name': 'unicef', 'id': '33933259'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225953307941838848	True	0	0					62081232	Ambassador-at-Large for Global Womenâ€™s Issues Kelley Currie met with Executive Director of @UNICEF Henrietta Fore on #zerotoleranceday to discuss the importance of U.S. and UNICEF continuing work to #endFGM. https://t.co/IilKFXIwMB	1225888437313642497	[]	2020-02-07 22:05:54 W. Central Africa Standard Time"
3799, Central Africa Standard Time	,2020-02-08,"		""RT @UNICEFenEspanol: """"Estoy muy feliz de que nuestros padres estÃ©n aprendiendo sobre la #MutilaciÃ³nGenitalFemenina. TambiÃ©n aprendemos sobrâ€¦""	es	[{'screen_name': 'unicefenespanol', 'name': 'unicef en espaÃ±ol', 'id': '211918976'}]	[]	[]	0	6	0	['mutilaciÃ³ngenitalfemenina']	[]	https://twitter.com/GPtoEndFGM/status/1225953251268403203	True	0	0					211918976	""""""Estoy muy feliz de que nuestros padres estÃ©n aprendiendo sobre la #MutilaciÃ³nGenitalFemenina. TambiÃ©n aprendemos sobre el problema en la escuela, pero nuestros padres no fueron a la escuela, asÃ­ que este diÃ¡logo comunitario les ayuda mucho"""". Medina Amin, (15) en EtiopÃ­a."
3800,	1225893999774457856	[]	,1225893999774457856,
3801, Central Africa Standard Time	,2020-02-08,"		Thank you @LaVocediNewYork for covering our exhibit #SeeApieceOfMe	en	[{'screen_name': 'lavocedinewyork', 'name': 'la voce di new york', 'id': '1387260044'}]	[]	[]	0	0	1	['seeapieceofme']	[]	https://twitter.com/GPtoEndFGM/status/1225953224932429824	False	https://twitter.com/LaVocediNewYork/status/1225901035325132802	0								[]"
3802, Central Africa Standard Time	,2020-02-08,"		RT @SudanPMHamdok: Ø§Ù„Ù…Ù…Ø§Ø±Ø³Ø§Øª Ø§Ù„ØªÙ‚Ù„ÙŠØ¯ÙŠØ© Ø§Ù„Ø¶Ø§Ø±Ø© Ù…Ø«Ù„ ØªØ´ÙˆÙŠÙ‡ Ø§Ù„Ø£Ø¹Ø¶Ø§Ø¡ Ø§Ù„ØªÙ†Ø§Ø³Ù„ÙŠØ© Ù„Ù„Ø¥Ù†Ø§Ø« Ù‡ÙŠ Ø§Ù†ØªÙ‡Ø§ÙƒØ§Øª ÙˆØ§Ø¶Ø­Ø© Ù„Ø­Ù‚ÙˆÙ‚ Ø§Ù„Ù�ØªÙŠØ§ØªØŒ Ù†Ø­Ù† Ù�ÙŠ Ø­ÙƒÙˆÙ…Ø© Ø§Ù„Ù�ØªØ±Ø© Ø§Ù„Ø§Ù†Øªâ€¦	ar	[{'screen_name': 'sudanpmhamdok', 'name': 'abdalla hamdok', 'id': '1164801318742982656'}]	[]	[]	0	558	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225952075126837255	True	0	0					1164801318742982656	""Ø§Ù„Ù…Ù…Ø§Ø±Ø³Ø§Øª Ø§Ù„ØªÙ‚Ù„ÙŠØ¯ÙŠØ© Ø§Ù„Ø¶Ø§Ø±Ø© Ù…Ø«Ù„ ØªØ´ÙˆÙŠÙ‡ Ø§Ù„Ø£Ø¹Ø¶Ø§Ø¡ Ø§Ù„ØªÙ†Ø§Ø³Ù„ÙŠØ© Ù„Ù„Ø¥Ù†Ø§Ø« Ù‡ÙŠ Ø§Ù†ØªÙ‡Ø§ÙƒØ§Øª ÙˆØ§Ø¶Ø­Ø© Ù„Ø­Ù‚ÙˆÙ‚ Ø§Ù„Ù�ØªÙŠØ§ØªØŒ Ù†Ø­Ù† Ù�ÙŠ Ø­ÙƒÙˆÙ…Ø© Ø§Ù„Ù�ØªØ±Ø© Ø§Ù„Ø§Ù†ØªÙ‚Ø§Ù„ÙŠØ© Ù†ÙŒÙˆÙ„Ù‰ Ø³Ù„Ø§Ù…Ø© Ø§Ù„Ù�ØªÙŠØ§Øª ÙˆÙƒØ±Ø§Ù…ØªÙ‡Ù† Ø£Ù‡Ù…ÙŠØ© Ù‚ØµÙˆÙ‰ ÙˆØ³Ù†Ø¹Ù…Ù„ Ù…Ø¹ Ø¬Ù…ÙŠØ¹ Ø£ØµØ­Ø§Ø¨ Ø§Ù„Ù…ØµÙ„Ø­Ø© Ø§Ù„Ù…Ø¹Ù†ÙŠÙŠÙ† Ù„ÙˆØ¶Ø¹ Ø£Ù†Ø¸Ù…Ø© Ù‚Ø§Ù†ÙˆÙ†ÙŠØ© Ù„Ù„Ù‚Ø¶Ø§Ø¡ Ø¹Ù„Ù‰ Ù‡Ø°Ù‡ Ø§Ù„Ø§Ù†ØªÙ‡Ø§ÙƒØ§Øª Ø¨ØµÙˆØ±Ø© Ù†Ù‡Ø§Ø¦ÙŠØ©."
3803, Central Africa Standard Time,,
3804, Central Africa Standard Time	,2020-02-08,"		RT @DozooOmer: The D o clan is pleading to never do f g m to any of the women in their life's #savealife #EndFGM  https://t.co/8NnHtiRxmy	en	[{'screen_name': 'dozooomer', 'name': 'dozoo Ù…Ø¯ÙŠØ± Ù…ØµÙ†Ø¹ Ø§Ù„Ù…Ø±Ø§ØªØ¨', 'id': '1126831208602787841'}]	[]	[]	0	109	0	['savealife', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225951188409110528	True	0	1	https://pbs.twimg.com/ext_tw_video_thumb/1225529878486888471/pu/img/vEvNzHTIEMwFC39L.jpg				1126831208602787841	""The D o clan is pleading to never do f g m to any of the women in their life's"
3805,,,
3806, Central Africa Standard Time,,
3807, Central Africa Standard Time	,2020-02-08,"		RT @ONUmigration: Une fille qui subit une mutilation gÃ©nitale est blessÃ©e Ã  vie.  Aujourd'hui, demain et chaque jour, tolÃ©rance ZÃ‰RO pour lâ€¦	fr	[{'screen_name': 'onumigration', 'name': 'oim - onu migration', 'id': '4897920243'}]	[]	[]	0	21	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225928450676076544	True	0	0					4897920243	""Une fille qui subit une mutilation gÃ©nitale est blessÃ©e Ã  vie."
3808,,,
3809,"JQ""	1225449848218038273	[]	",1225449848218038273,
3810, Central Africa Standard Time	,2020-02-07,"		RT @CanadaFgm: We salute our international member â�¦@girlkindkenyaâ�©!!   â€œUnleashing Youth Power! #EndFGM!â€�  â�¦â�¦@Fatumahakar1â�© â�¦@CanHCKenyaâ�© â�¦â€¦	en	[{'screen_name': 'canadafgm', 'name': 'endfgmcanada', 'id': '1093917722163871744'}, {'screen_name': 'girlkindkenya', 'name': 'girlkind kenya', 'id': '1113857010053857280'}, {'screen_name': 'fatumahakar1', 'name': 'fatuma hakar', 'id': '1057169805998993408'}, {'screen_name': 'canhckenya', 'name': 'canada in kenya, somalia and uganda', 'id': '2571393936'}]	[]	[]	0	13	0	['endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225911801595994114	True	0	0					1093917722163871744	""We salute our international member â�¦@girlkindkenyaâ�©!!"
3811,,,
3812, Central Africa Standard Time,,
3813, Central Africa Standard Time	,2020-02-07,		RT @sidchat1: President Uhuru Kenyatta ðŸ‡°ðŸ‡ª was unequivocal in his determination to stamp out the scourge of Female Genital 
3814,,,
3815, Central Africa Standard Time,,
3816, Central Africa Standard Time	,2020-02-07,"		RT @UnfpaEgypt: In many countries where female genital mutilation is prevalent, young girls have a dramatically increased chance of growingâ€¦	en	[{'screen_name': 'unfpaegypt', 'name': 'unfpa-egypt', 'id': '630104559'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225910900420419591	True	0	0					630104559	In many countries where female genital mutilation is prevalent, young girls have a dramatically increased chance of growing up without the risk of undergoing this harmful practice compared to their mothers and grandmothers.  Share your message on #YouthEndFGM @GPtoEndFGM https://t.co/A00NWUxdFT	1225721058805850112	[]	2020-02-07 11:00:47 W. Central Africa Standard Time"
3817, Central Africa Standard Time	,2020-02-07,"		""RT @GlobalSpotlight: """"Those who went to see the film out of curiosity were shocked to discover that there could be severe health consequencâ€¦""	en	[{'screen_name': 'globalspotlight', 'name': 'spotlight initiative', 'id': '983089422861291520'}]	[]	[]	0	15	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225910682392104961	True	0	0					983089422861291520	""""""Those who went to see the film out of curiosity were shocked to discover that there could be severe health consequences to cutting."""""
3818,,,
3819, Central Africa Standard Time,,
3820, Central Africa Standard Time	,2020-02-07,"		RT @UNFPA: Female genital mutilation (FGM) is rooted in gender inequality and the social norms that uphold it.  #SeeAPieceOfMe to watch theâ€¦	en	[{'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}]	[]	[]	0	33	0	['seeapieceofme']	[]	https://twitter.com/GPtoEndFGM/status/1225902045699420161	True	0	0					194643654	""Female genital mutilation (FGM) is rooted in gender inequality and the social norms that uphold it."
3821, Central Africa Standard Time,,
3822, Central Africa Standard Time	,2020-02-07,"		Youth âœ–ï¸� Technology = POWER  Ivy, Marine, Purity, Stacey &amp; Cynthia, 5 girls aged btw 18-19 developed an App to connect girls from #FGM-hit areas in #Kenya to nearby rescue centers.   This is #DecadeOfAction &amp; #YouthEndFGM are already on speed!    https://t.co/1FaOieGiZZ #endFGM	en	[]	['https://www.standardmedia.co.ke/health/article/2001359633/teen-girls-develop-app-to-fight-fgm']	[]	0	0	2	['fgm', 'kenya', 'decadeofaction', 'youthendfgm', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225901972223647744	False	0	0								[]"
3823, Central Africa Standard Time	,2020-02-07,"		@NorwayInGeneva @monicapferro @UNFPA_Geneva @NorwayMFA @dagiulstein @HansBrattskar @ItalyUN_Geneva @EU_UNGeneva @RitaUNHR @WHO @Refugees @UNESCO Thank you for your continuous support to our joint programme and for great advocacy efforts! We look forward to continuing this partnership until we reach ZERO #FGM by 2030. #EndFGM #YouthEndFGM	en	[]	[]	[]	0	0	2	['fgm', 'endfgm', 'youthendfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225888835264892928	False	0	0								[{'screen_name': 'NorwayInGeneva', 'name': 'Norway in Geneva', 'id': '2204279255'}, {'screen_name': 'monicapferro', 'name': 'Monica Ferro', 'id': '514854920'}, {'screen_name': 'UNFPA_Geneva', 'name': 'UNFPA Geneva', 'id': '857513735488929792'}, {'screen_name': 'NorwayMFA', 'name': 'Norway MFA', 'id': '966113328'}, {'screen_name': 'dagiulstein', 'name': 'Dag Inge Ulstein', 'id': '1551459979'}, {'screen_name': 'HansBrattskar', 'name': 'Hans Brattskar', 'id': '579308102'}, {'screen_name': 'ItalyUN_Geneva', 'name': 'Italy UN Geneva', 'id': '3026251709'}, {'screen_name': 'EU_UNGeneva', 'name': 'EU at the UN - Geneva #MultilateralismMatters', 'id': '1205738894'}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': '14499829'}, {'screen_name': 'Refugees', 'name': 'UNHCR, the UN Refugee Agency', 'id': '14361155'}, {'screen_name': 'UNESCO', 'name': 'UNESCO ðŸ�›ï¸� #Education #Sciences #Culture ðŸ‡ºðŸ‡³ðŸ˜·', 'id': '20646711'}]"
3824, Central Africa Standard Time	,2020-02-07,"		RT @TheFiveFound: Thank you to the @GPtoEndFGM, the biggest global programme to #endfgm. We are getting closer to #endfgm by 2030 but stillâ€¦	en	[{'screen_name': 'thefivefound', 'name': 'the five foundation', 'id': '169660831'}, {'screen_name': 'gptoendfgm', 'name': 'unfpa-unicef jp to end female genital mutilation', 'id': '1173614701806280705'}]	[]	[]	0	1	0	['endfgm', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225888161571758080	True	0	0					169660831	Thank you to the @GPtoEndFGM, the biggest global programme to #endfgm. We are getting closer to #endfgm by 2030 but still lots to do! #YouthEndFGM	1225887392210526209	[]	2020-02-07 22:01:44 W. Central Africa Standard Time"
3825, Central Africa Standard Time	,2020-02-07,"		â€œ#Africa, particularly Eastern &amp; Southern Africa has the best ingredients to #endFGM. For the first time in decades we have unparalleled political commitment.â€� @JulittaOnabanjo @MohamedFall   Thanks @UNICEFAfrica &amp; @UNFPA_ESARO for your great joint work.    https://t.co/qtLOt6taPZ	en	[{'screen_name': 'julittaonabanjo', 'name': 'julitta onabanjo', 'id': '2539492413'}, {'screen_name': 'mohamedfall', 'name': 'mohamed m. m. fall', 'id': '300442541'}, {'screen_name': 'unicefafrica', 'name': 'unicef africa', 'id': '324977497'}, {'screen_name': 'unfpa_esaro', 'name': 'unfpa east and southern africa', 'id': '526154200'}]	['https://shar.es/a3FVZp']	[]	0	8	10	['africa', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225881801396228096	False	0	0								[]"
3826, Central Africa Standard Time	,2020-02-07,"		@UNFPASierraleon @girlz_empowered @UNFPA_WCARO @UNFPA @UNSierraLeone @Diaka_Salena @ormanbangs @moped2008 @asmaakjames @poet_vicky @GMCEndFGM Wow wow wow! This is what we aspired to see and it came alive. Thank you #YouthEndFGM	en	[]	[]	[]	0	2	6	['youthendfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225879275888398336	False	0	0								[{'screen_name': 'UNFPASierraleon', 'name': 'UNFPA Sierra Leone', 'id': '2315435617'}, {'screen_name': 'girlz_empowered', 'name': 'Girlz Empowered Sierra Leone', 'id': '1047212288317513729'}, {'screen_name': 'UNFPA_WCARO', 'name': 'UNFPA WCARO', 'id': '1673180749'}, {'screen_name': 'UNFPA', 'name': 'UNFPA', 'id': '194643654'}, {'screen_name': 'UNSierraLeone', 'name': 'UN in Sierra Leone', 'id': '2295934778'}, {'screen_name': 'ormanbangs', 'name': 'Minister Of Youth affairs@Sierra Leone', 'id': '1233478710'}, {'screen_name': 'asmaakjames', 'name': 'Asmaa kamara James', 'id': '2157046756'}, {'screen_name': 'poet_vicky', 'name': 'Vicky the Poet |Child activist|Child marriage |FGM', 'id': '1010457878178816000'}, {'screen_name': 'GMCEndFGM', 'name': 'Global Media Campaign to End FGM', 'id': '3019848783'}]"
3827, Central Africa Standard Time	,2020-02-07,"		RT @EU_Commission: Every girl that is mutilated is one girl too many.  We say no to all forms of violence against women and girls.  We mustâ€¦	en	[{'screen_name': 'eu_commission', 'name': 'european commission ðŸ‡ªðŸ‡º', 'id': '157981564'}]	[]	[]	0	107	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225874197349576707	True	0	0					157981564	""Every girl that is mutilated is one girl too many."
3828, say no to all forms of violence against women and girls.,,
3829, must eliminate Female Genital Mutilation once and for all.,, once and for all.
3830, Central Africa Standard Time,,
3831, Central Africa Standard Time	,2020-02-07,"		""RT @GCHRAGD: Yesterday, @UNFPA_Geneva launched the exhibition """"68m girls at risk: Female Genital "
3832,,,
3833,,,
3834,,,
3835,	1225703942987878400	[]	,1225703942987878400,
3836, Central Africa Standard Time	,2020-02-07,"		""""""Recent dramatic reductions in countries like Kenya, where #FGM has dropped by 72 per cent in one age bracket, show that FGM can become a practice of the pastðŸ‘�.""""   Joint Statement by @JulittaOnabanjo &amp; @MohamedFall  ðŸ‘‰ https://t.co/uguebu6bKj  @UNFPA_ESARO @UNICEFAfrica #endFGM""	en	[{'screen_name': 'julittaonabanjo', 'name': 'julitta onabanjo', 'id': '2539492413'}, {'screen_name': 'mohamedfall', 'name': 'mohamed m. m. fall', 'id': '300442541'}, {'screen_name': 'unfpa_esaro', 'name': 'unfpa east and southern africa', 'id': '526154200'}, {'screen_name': 'unicefafrica', 'name': 'unicef africa', 'id': '324977497'}]	['https://shar.es/a3FSZ8']	[]	1	8	19	['fgm', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225871015646986240	False	0	0								[]"
3837, Central Africa Standard Time	,2020-02-07,"		RT @USCIS: We join our U.S. government partners &amp; the international community in calling for an end to female genital mutilation or cuttingâ€¦	en	[{'screen_name': 'uscis', 'name': 'uscis', 'id': '14625398'}]	[]	[]	0	12	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225868012026286085	True	0	0					14625398	We join our U.S. government partners &amp; the international community in calling for an end to female genital mutilation or cutting (FGM/C). We reiterate our strong and unwavering support for local, national and international efforts to combat FGM/C. https://t.co/NOzAN90r7v  #EndFGM	1225482843033423872	[]	2020-02-06 19:14:12 W. Central Africa Standard Time"
3838, Central Africa Standard Time	,2020-02-07,"		RT @UNICEFEthiopia: The time to act is now!   Together, we can #EndFGM in this generation.  Retweet if you agree. #YouthEndFGM   @band_janoâ€¦	en	[{'screen_name': 'unicefethiopia', 'name': 'unicef ethiopia', 'id': '574796131'}, {'screen_name': 'band_jano', 'name': 'jano band', 'id': '4872536307'}]	[]	[]	0	24	0	['endfgm', 'youthendfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225863829369819136	True	0	0					574796131	""The time to act is now!"
3839,,,
3840,,,
3841, Central Africa Standard Time,,
3842, Central Africa Standard Time	,2020-02-07,"		""RT @UNICEF: """"I am very happy that our parents are learning about female genital mutilation. We learn about the problem in school too but ouâ€¦""	en	[{'screen_name': 'unicef', 'name': 'unicef', 'id': '33933259'}]	[]	[]	0	79	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225861487459172352	True	0	0					33933259	""""""I am very happy that our parents are learning about female genital mutilation. We learn about the problem in school too but our parents didn't go to school so this community dialogue helps them a lot.â€� Medina Amin, 15, in Ethiopia. #endFGM #YouthEndFGM https://t.co/odVeC7KUj7""	1225827848985989123	[]	2020-02-07 18:05:08 W. Central Africa Standard Time"
3843, Central Africa Standard Time	,2020-02-07,"		Approximately 1âƒ£ in 4âƒ£ survivors of #FGM were cut by a health care provider. Doctor-sanctioned mutilation is still mutilation &amp; it violates girlsâ€™ fundamental rights to physical integrity and health.  In case you missed the Press Releaseâž¡ï¸� https://t.co/HyPil8Yh7s  @UNFPA @UNICEF  https://t.co/Yo244WLuP6	en	[{'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'unicef', 'name': 'unicef', 'id': '33933259'}]	['https://shar.es/a3FBCT']	['https://pbs.twimg.com/media/EQMcHVyXYAcEIMY.jpg']	2	13	25	['fgm']	[]	https://twitter.com/GPtoEndFGM/status/1225854446846070784	False	0	1	https://pbs.twimg.com/media/EQMcHVyXYAcEIMY.jpg							[]"
3844, Central Africa Standard Time	,2020-02-07,"		RT @unfpamauritania: NouakchottðŸ‡²ðŸ‡·: Launching ceremony of Zero #FGM tolerance dayðŸ—“ï¸�  Ryad II High SchoolðŸ�«Girls â™€ï¸� Say NoðŸ›‘To #FGM  #YouthEndFâ€¦	en	[{'screen_name': 'unfpamauritania', 'name': 'unfpa mauritania', 'id': '2752157461'}]	[]	[]	0	15	0	['fgm', 'fgm']	[]	https://twitter.com/GPtoEndFGM/status/1225841070120022016	True	0	0					2752157461	""NouakchottðŸ‡²ðŸ‡·: Launching ceremony of Zero #FGM tolerance dayðŸ—“ï¸�"
3845,,,
3846,,,
3847,,,
3848,,,
3849,,,
3850,,,
3851,ARO @UNFPA @GPtoEndFGM https://t.co/,,
3852, Central Africa Standard Time	,2020-02-07,"		RT @AATSarumi: E N E R G Y  #IDZT2020 #endcuttinggirls #YouthEndFGM #EndFGM @unicefprotects @GPtoEndFGM  https://t.co/HIp1Aqo5Rr	en	[{'screen_name': 'aatsarumi', 'name': '.', 'id': '127573826'}, {'screen_name': 'unicefprotects', 'name': 'unicefprotects', 'id': '233590739'}, {'screen_name': 'gptoendfgm', 'name': 'unfpa-unicef jp to end female genital mutilation', 'id': '1173614701806280705'}]	[]	['https://pbs.twimg.com/media/EQMMndiXUAAzq2b.jpg', 'https://pbs.twimg.com/media/EQMMpYCX0AEB4kA.jpg']	0	7	0	['idzt2020', 'endcuttinggirls', 'youthendfgm', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225840707065327617	True	0	1	https://pbs.twimg.com/media/EQMMndiXUAAzq2b.jpg				127573826	""E N E R G Y"
3853, Central Africa Standard Time,,
3854, Central Africa Standard Time	,2020-02-07,"		RT @AbdiCm13: Youth Say #NoMoreFGM  Let's End FGM Before 2030!! Youth is Power ðŸ’ªðŸ’¯ #ICPD25YouthChampion  #YouthEndFGM  #EndFGM  @UNFPA_SOMALâ€¦	en	[{'screen_name': 'abdicm13', 'name': 'anisahaji_icpd25fgmfocalpoint', 'id': '3425438578'}]	[]	[]	0	9	0	['nomorefgm', 'icpd25youthchampion', 'youthendfgm', 'endfgm']	[]	https://twitter.com/GPtoEndFGM/status/1225821358304702464	True	0	0					3425438578	""Youth Say #NoMoreFGM"
3855,,,
3856,,,
3857,,,
3858,,,
3859,,,
3860,,,
3861,,,
3862,,,
3863,,,
3864,,,
3865,,,
3866,,,
3867,AFA,,
3868, Central Africa Standard Time,,
3869, Central Africa Standard Time	,2020-02-07,"		RT @UNFPA: Have you ever been betrayed by someone close to you? Do you remember how it hurt?  Now imagine the millions of girls betrayed byâ€¦	en	[{'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}]	[]	[]	0	24	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225821196018704390	True	0	0					194643654	""Have you ever been betrayed by someone close to you? Do you remember how it hurt?"
3870,,,
3871,,,
3872, Central Africa Standard Time,,
3873, Central Africa Standard Time	,2020-02-07,"		RT @ONU_fr: Le 6 fÃ©vrier est la JournÃ©e internationale de tolÃ©rance zÃ©ro Ã  lâ€™Ã©gard des mutilations gÃ©nitales fÃ©minines.  Mettons fin Ã  cettâ€¦	fr	[{'screen_name': 'onu_fr', 'name': 'nations unies (onu)', 'id': '259325103'}]	[]	[]	0	149	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225810853699690499	True	0	0					259325103	Le 6 fÃ©vrier est la JournÃ©e internationale de tolÃ©rance zÃ©ro Ã  lâ€™Ã©gard des mutilations gÃ©nitales fÃ©minines.  Mettons fin Ã  cette pratique pour assurer la dignitÃ©, la santÃ© et le bien-Ãªtre de millions de filles &amp; de femmes : https://t.co/ir4fWbl2cc via @ONUFemmes #endFGM https://t.co/qY4xj3sMuP	1225042137068081153	[]	2020-02-05 14:03:00 W. Central Africa Standard Time"
3874, Central Africa Standard Time	,2020-02-07,"		RT @ONUinfo: Environ une fille ou femme sur quatre ayant subi une mutilations gÃ©nitales fÃ©minines a Ã©tÃ© excisÃ©e par un personnel de santÃ©,â€¦	fr	[{'screen_name': 'onuinfo', 'name': 'onu info', 'id': '67690947'}]	[]	[]	0	13	0	[]	[]	https://twitter.com/GPtoEndFGM/status/1225810806555672576	True	https://twitter.com/ONUinfo/status/1225529598844252162	0					67690947	Environ une fille ou femme sur quatre ayant subi une mutilations gÃ©nitales fÃ©minines a Ã©tÃ© excisÃ©e par un personnel de santÃ©, selon lâ€™@UNICEF_FR âž”https://t.co/XYm7Hagoas https://t.co/LTMrWMlTJS	1225545038341509131	[]	2020-02-06 23:21:21 W. Central Africa Standard Time"
